
Consulta do plano de contas 1 - DOURALEX - 9014 PARTICIPANTE

Código;Classificação;Nome;Apelido;Consolidada;Relatório;Concilia Aut.;Ct. Obrigatória;Fórmula
5134;02.2.1.01.009;     Icms Parcelado ;ICMSPARC; ;Balanço patrimonial;NÃO;NÃO;
5622;02.2.1.01.010;     Emprestimo PF - Ronie S. Carvalho ;EMPRONIE; ;Balanço patrimonial;NÃO;NÃO;
5657;02.2.1.01.011;     Emprestimo PF - Celeste N. Coelho ;EMPRCELESTE; ;Balanço patrimonial;NÃO;NÃO;
5720;02.2.1.01.012;     Banco Wolkswagen S/A ;BANCOWOLKS; ;Balanço patrimonial;NÃO;NÃO;
5908;02.2.1.01.013;     BNDS ;BNDS; ;Balanço patrimonial;NÃO;NÃO;
5967;02.2.1.01.014;     Emprestimo PJ - Nara motos ;EMPRNARA; ;Balanço patrimonial;NÃO;NÃO;
6270;02.2.1.01.015;     BNDES Veiculos ;BNDESVEIC; ;Balanço patrimonial;NÃO;NÃO;
6289;02.2.1.01.016;     Banco Brasil - c/c 12000-6 ;EMPRESTBB; ;Balanço patrimonial;NÃO;NÃO;
6378;02.2.1.01.017;     Banco Santander ;EMPRSTSANTANDER; ;Balanço patrimonial;NÃO;NÃO;
6602;02.2.1.01.018;     Sicoob ;EMPRESTSICOOB; ;Balanço patrimonial;NÃO;NÃO;
6637;02.2.1.01.019;     Banco Brasil Giro Flex ;EMPRESTGFLEX; ;Balanço patrimonial;NÃO;NÃO;
6645;02.2.1.01.020;     Caixa Economica Federal / 2149-1 ;EMPRESTCX; ;Balanço patrimonial;NÃO;NÃO;
6688;02.2.1.01.021;     Sicredi ;EMPRESSICREDI; ;Balanço patrimonial;NÃO;NÃO;
6734;02.2.1.01.022;     Emprestimo PF - Fred Tompes da Silva ;EMPRESFRE; ;Balanço patrimonial;NÃO;NÃO;
6955;02.2.1.01.023;     BB Giro Empresa Flex - 315313220 ;EMPRESFLEX; ;Balanço patrimonial;NÃO;NÃO;
6971;02.2.1.01.024;     BB Giro Rapido - 315311617 ;EMPGIRORAPIDO; ;Balanço patrimonial;NÃO;NÃO;
6980;02.2.1.01.025;     BB Giro Empresa Flex - 315313490 ;EMPBBFLEX; ;Balanço patrimonial;NÃO;NÃO;
6998;02.2.1.01.026;     BB Giro Empresa Flex - 315314331 ;EMPBBGFLEX; ;Balanço patrimonial;NÃO;NÃO;
7005;02.2.1.01.027;     BB Giro Empresa Flex - 315315060 ;EMPRGIRFLEX; ;Balanço patrimonial;NÃO;NÃO;
7030;02.2.1.01.028;     BB Giro Rapido - 315303659 OXISOLDA ;EMPREGIROXI; ;Balanço patrimonial;NÃO;NÃO;
7048;02.2.1.01.029;     BB Giro Flex - 315313504 OXISOLDA ;EMPFLEXOXI; ;Balanço patrimonial;NÃO;NÃO;
7056;02.2.1.01.030;     Finame ;EMPFINAME; ;Balanço patrimonial;NÃO;NÃO;
7064;02.2.1.01.031;     Emprestimo PF - Francisco Cardoso ;EMPFRANCISCO; ;Balanço patrimonial;NÃO;NÃO;
7226;02.2.1.01.032;     Empréstimos e Financiamentos ;EMPRBANCARIO; ;Balanço patrimonial;NÃO;NÃO;
7412;02.2.1.01.033;     Empréstimo de Terceiros ;EMPTERCEIROS; ;Balanço patrimonial;NÃO;NÃO;
7668;02.2.1.01.034;     Crédito de Honorario ;CREDHONOR; ;Balanço patrimonial;NÃO;NÃO;
8222;02.2.1.01.035;     Parcela Terreno Lote nº06 Quadra B - Vila Helena ;TERRENO; ;Balanço patrimonial;NÃO;NÃO;
8311;02.2.1.01.036;     Loteamento Hectares Park & Resort - Matricula 138.647 ;LOTEHECTARES; ;Balanço patrimonial;NÃO;NÃO;
8320;02.2.1.01.037;     Loteamento PortoFino Cond. Spa & Resort - Matricula 141681 ;LOTEPORTOFINO; ;Balanço patrimonial;NÃO;NÃO;
8354;02.2.1.01.038;     Pronampe ;PRONAMPE; ;Balanço patrimonial;NÃO;NÃO;
8362;02.2.1.01.039;     Sicredi Rotativo SAC CDI ;SICREDROTCDI; ;Balanço patrimonial;NÃO;NÃO;
8370;02.2.1.01.040;     Sicredi Energia Solar ;SICREDISOLAR; ;Balanço patrimonial;NÃO;NÃO;
8389;02.2.1.01.041;     Sicredi Aquisição de Veiculos ;SICREDIVEICULOS; ;Balanço patrimonial;NÃO;NÃO;
8397;02.2.1.01.042;     Santander Giro ;SANTADERGIRO; ;Balanço patrimonial;NÃO;NÃO;
8435;02.2.1.01.043;     Cresol - Emprestimo Especial PJ ;CRESOLEMPREST; ;Balanço patrimonial;NÃO;NÃO;
8443;02.2.1.01.044;     Santander Rotativo ;SANTANDERROT; ;Balanço patrimonial;NÃO;NÃO;
8451;02.2.1.01.045;     Loteamento Fechado Br Log Dourados I ;LOTEBRLOG; ;Balanço patrimonial;NÃO;NÃO;
8494;02.2.1.01.046;     Banco Honda ;BANCOHONDA; ;Balanço patrimonial;NÃO;NÃO;
8524;02.2.1.01.047;     Loteamento Vivá Home Resort ;LOTEVIVA; ;Balanço patrimonial;NÃO;NÃO;
8540;02.2.1.01.048;     Predio Comercial - Matricula 27010010042 ;PREDIOCOM; ;Balanço patrimonial;NÃO;NÃO;
8559;02.2.1.01.049;     Banco Scania ;SCANIA; ;Balanço patrimonial;NÃO;NÃO;
8877;02.2.1.01.050;     Banco Sicoob Contrato Nº 7729-4 ;SICOOB77294; ;Balanço patrimonial;NÃO;NÃO;
8885;02.2.1.01.051;     Banco Sicoob Contrato Nº 16298-1 ;SICOOB162981; ;Balanço patrimonial;NÃO;NÃO;
8893;02.2.1.01.052;     Banco Sicoob Contrato Nº 3268240-0 ;SICOOB32682400; ;Balanço patrimonial;NÃO;NÃO;
8907;02.2.1.01.053;     Banco Sicoob Contrato Nº 30395-1 ;SICOOB303951; ;Balanço patrimonial;NÃO;NÃO;
9156;02.2.1.01.054;     BB FCO CAPITAL DE GIRO OPERAÇÃO Nº 315328866 ;; ;Balanço patrimonial;NÃO;NÃO;
9415;02.2.1.01.055;     Banco Paccar S/A ;PACCAR; ;Balanço patrimonial;NÃO;NÃO;
9024;02.2.1.02;   CARTAS DE CRÉDITO A PAGAR;; ;Balanço patrimonial;NÃO;NÃO;
8958;02.2.1.02.054;     Carta de Crédito - Equip.Irrigação - Grupo 1411 Quota 8215 ;; ;Balanço patrimonial;NÃO;NÃO;
8966;02.2.1.02.055;     Carta de Crédito - HB20S Vision - Grupo 1237 Quota 6038 ;; ;Balanço patrimonial;NÃO;NÃO;
8974;02.2.1.02.056;     Carta de Crédito - Kwid Zen - Grupo 1347 Quota 6690 ;; ;Balanço patrimonial;NÃO;NÃO;
8982;02.2.1.02.057;     Carta de Crédito - Kwid Zen - Grupo 1470 Quota 8895 ;; ;Balanço patrimonial;NÃO;NÃO;
8990;02.2.1.02.058;     Carta de Crédito - Onix LT - Grupo 1232 Quota 6997 ;; ;Balanço patrimonial;NÃO;NÃO;
9008;02.2.1.02.059;     Carta de Crédito - Onix LT - Grupo 1400 Quota 7768 ;; ;Balanço patrimonial;NÃO;NÃO;
9016;02.2.1.02.060;     Carta de Crédito - Voyage Flex - Grupo 1444 Quota 2 ;; ;Balanço patrimonial;NÃO;NÃO;
9172;02.2.1.02.061;     Carta de Crédito - Polo1.0 Flex 12V 5P - Grupo 1247 Quota 825 ;; ;Balanço patrimonial;NÃO;NÃO;
9180;02.2.1.02.062;     Carta de Crédito - Onix LT - Grupo 1360 Quota 8853 ;; ;Balanço patrimonial;NÃO;NÃO;
9199;02.2.1.02.063;     Carta de Crédito - Onix LT - Grupo 1400 Quota 6691 ;; ;Balanço patrimonial;NÃO;NÃO;
9202;02.2.1.02.064;     Carta de Crédito - Onix Hatch - Grupo 1240 Quota 7760 ;; ;Balanço patrimonial;NÃO;NÃO;
9210;02.2.1.02.065;     Carta de Crédito - Onix Hatch - Grupo 1240 Quota 2747 ;; ;Balanço patrimonial;NÃO;NÃO;
1902;02.3; PATRIMÔNIO LÍQUIDO;; ;Balanço patrimonial;NÃO;NÃO;
1910;02.3.1;  CAPITAL;; ;Balanço patrimonial;NÃO;NÃO;
1929;02.3.1.01;   CAPITAL SOCIAL;; ;Balanço patrimonial;NÃO;NÃO;
1937;02.3.1.01.001;     Capital Social Subscrito ;CSSUBS; ;Balanço patrimonial;NÃO;NÃO;
1945;02.3.1.01.002;     Capital Social Integralizado ;CSINTEGR; ;Balanço patrimonial;NÃO;NÃO;
1953;02.3.2;  RESERVAS;; ;Balanço patrimonial;NÃO;NÃO;
1961;02.3.2.01;   RESERVAS DE CAPITAL;; ;Balanço patrimonial;NÃO;NÃO;
1970;02.3.2.01.001;     Reservas de Correção Monetária do Capital ;RCM; ;Balanço patrimonial;NÃO;NÃO;
2003;02.3.2.02;   RESERVAS DE LUCROS;; ;Balanço patrimonial;NÃO;NÃO;
3832;02.3.2.02.001;     Reserva de Lucros ;RESLUCR; ;Balanço patrimonial;NÃO;NÃO;
3840;02.3.2.02.002;     Reserva de Contingências ;RESCONT; ;Balanço patrimonial;NÃO;NÃO;
3859;02.3.2.02.003;     Reserva Legal ;RESLEGAL; ;Balanço patrimonial;NÃO;NÃO;
3867;02.3.2.02.004;     Reserva Estatutária ;RESESTAT; ;Balanço patrimonial;NÃO;NÃO;
3875;02.3.2.02.005;     Reserva de Lucros para Expansão ;RESLUCEXP; ;Balanço patrimonial;NÃO;NÃO;
4227;02.3.2.02.006;     Reserva de Incentivos Fiscais ;RESINCFISC; ;Balanço patrimonial;NÃO;NÃO;
4901;02.3.2.02.007;     Subvenções ;SUB; ;Balanço patrimonial;NÃO;NÃO;
6297;02.3.2.02.008;     Reservas p/ Aumento de Capital ;RESAUMCAP; ;Balanço patrimonial;NÃO;NÃO;
3999;02.3.3;  AJUSTES DE AVALIAÇÃO PATRIMONIAL;; ;Balanço patrimonial;NÃO;NÃO;
4006;02.3.3.01;   AJUSTES DE AVALIAÇÃO PATRIMONIAL;; ;Balanço patrimonial;NÃO;NÃO;
4014;02.3.3.01.001;     Normas Internacionais de Contabilidade ;AJNORMAS; ;Balanço patrimonial;NÃO;NÃO;
4111;02.3.3.01.002;     (-)Normas Internacionais de Contabilidade ;AJNORMASS; ;Balanço patrimonial;NÃO;NÃO;
4120;02.3.3.01.003;     Avaliação de Instrumentos Financeiros ;AJINSTRUM; ;Balanço patrimonial;NÃO;NÃO;
4138;02.3.3.01.004;     (-)Avaliação de Instrumentos Financeiros ;AJINSTRUMM; ;Balanço patrimonial;NÃO;NÃO;
4146;02.3.3.01.005;     Ajustes ao Valor de Mercado ;AJVLRMERC; ;Balanço patrimonial;NÃO;NÃO;
4154;02.3.3.01.006;     (-)Ajustes ao Valor de Mercado ;AJVLRMERCC; ;Balanço patrimonial;NÃO;NÃO;
2011;02.3.4;  LUCROS / PREJUÍZOS ACUMULADOS;; ;Balanço patrimonial;NÃO;NÃO;
4731;02.3.4.02;   LUCROS ACUMULADOS;; ;Balanço patrimonial;NÃO;NÃO;
4740;02.3.4.02.001;     Lucros Acumulados ;LUCROSACUM; ;Balanço patrimonial;NÃO;NÃO;
4910;02.3.4.02.002;     Distribuição de Lucros ;DISTRLUCROS; ;Balanço patrimonial;NÃO;NÃO;
5851;02.3.4.02.003;     Lucros do Exercício ;LUCROEXERC; ;Balanço patrimonial;NÃO;NÃO;
6300;02.3.4.02.004;     Ganhos - Perda de Capital ;GANPERDCAPITAL; ;Balanço patrimonial;NÃO;NÃO;
7331;02.3.4.02.005;     Lucros Distribuidos ;LUCROSDISTR; ;Balanço patrimonial;NÃO;NÃO;
2020;02.3.4.03;   PREJUÍZOS ACUMULADOS;; ;Balanço patrimonial;NÃO;NÃO;
2038;02.3.4.03.001;     Prejuízos Acumulados ;PREJUSACUM; ;Balanço patrimonial;NÃO;NÃO;
5860;02.3.4.03.002;     Prejuízos do Exercício ;PREJUEXERC; ;Balanço patrimonial;NÃO;NÃO;
2054;02.3.4.04;   RESULTADO DO EXERCÍCIO;; ;Balanço patrimonial;NÃO;NÃO;
3921;02.3.4.04.002;     Ajustes de Exercícios Anteriores ;AJUSEXERCANT; ;Balanço patrimonial;NÃO;NÃO;
6718;02.3.4.04.003;     Resultado do Exercicio ;RESULTEXERC; ;Balanço patrimonial;NÃO;NÃO;
6220;02.3.5;  COMPENSAÇÃO PASSIVO;; ;Balanço patrimonial;NÃO;NÃO;
6238;02.3.5.01;   COMPENSAÇÃO;; ;Balanço patrimonial;NÃO;NÃO;
6246;02.3.5.01.001;     Conserto de Bens por Terceiros ;CONSBENS; ;Balanço patrimonial;NÃO;NÃO;
6254;02.3.5.01.002;     Mercadorias em Consignação a Devolver ;MERCCONSIG; ;Balanço patrimonial;NÃO;NÃO;
6262;02.3.5.01.003;     Bens Recebidos em Comodato a Devolver ;MERCOMODATO; ;Balanço patrimonial;NÃO;NÃO;
6319;02.3.5.01.004;     Implantação Saldo de Balanço ;IMPLBALANÇO; ;Balanço patrimonial;NÃO;NÃO;
7919;02.3.5.01.005;     Demonstração de Bens em Poder de Terceiros ;DEMONSBENSTERC; ;Balanço patrimonial;NÃO;NÃO;
7927;02.3.5.01.006;     Demonstração de Bens de Terceiros ;DEMONSBENS; ;Balanço patrimonial;NÃO;NÃO;
7960;02.3.5.01.007;     Conserto de Bens de Terceiros ;CONSBENSTERC; ;Balanço patrimonial;NÃO;NÃO;
7994;02.3.5.01.008;     Vasilhame em Poder de Terceiros ;VASPOTERC; ;Balanço patrimonial;NÃO;NÃO;
8001;02.3.5.01.009;     Vasilhame de Terceiros ;VASTERC; ;Balanço patrimonial;NÃO;NÃO;
8028;02.3.5.01.010;     Comodata em Poder de Terceiros ;COMPODETERC; ;Balanço patrimonial;NÃO;NÃO;
8044;02.3.5.01.011;     Outros Debitos ;OUTROSDEB; ;Balanço patrimonial;NÃO;NÃO;
8079;02.3.5.01.012;     Retorno de Remessa para Venda Fora do Estabelecimento ;RETREMVENDAFORA; ;Balanço patrimonial;NÃO;NÃO;
8346;02.3.5.01.013;     Remessa de Deposito/Armazem ;REMSAIDADEPOSITO; ;Balanço patrimonial;NÃO;NÃO;
8818;02.3.5.01.014;     Despesas de Terceiros - Licenciamento e Emplacamento ;DESPTERCELICENEMPLC; ;Balanço patrimonial;NÃO;NÃO;
2089;03;RECEITAS;; ;Demonstração do resultado;NÃO;NÃO;
2097;03.1; RECEITAS OPERACIONAIS;; ;Demonstração do resultado;NÃO;NÃO;
2100;03.1.1;  RECEITA BRUTA COM VENDAS E SERVIÇOS;; ;Demonstração do resultado;NÃO;NÃO;
2119;03.1.1.01;   RECEITA COM VENDAS NO PAÍS;; ;Demonstração do resultado;NÃO;NÃO;
2127;03.1.1.01.001;     Vendas Produtos Fabricação Própria ;VENDASV; ;Demonstração do resultado;NÃO;NÃO;
2135;03.1.1.01.002;     Vendas Produtos Fabricação Própria Prazo ;VENDASP; ;Demonstração do resultado;NÃO;NÃO;
2143;03.1.1.01.003;     Venda de Mercadorias ;REVENDAV; ;Demonstração do resultado;NÃO;NÃO;
2151;03.1.1.01.004;     Revenda de Mercadorias ;REVENDAP; ;Demonstração do resultado;NÃO;NÃO;
4596;03.1.1.01.005;     Venda de Motocicletas ;VENDAMOTOC; ;Demonstração do resultado;NÃO;NÃO;
4600;03.1.1.01.006;     Venda de Motor de Popa ;VENDAMOTOR; ;Demonstração do resultado;NÃO;NÃO;
4618;03.1.1.01.007;     Venda de Biodiesel ;VENDABIOD; ;Demonstração do resultado;NÃO;NÃO;
6491;03.1.1.01.008;     Venda de Fundo de Estoque ;VENDAFEST; ;Demonstração do resultado;NÃO;NÃO;
6939;03.1.1.01.009;     Venda de Combustivel e Lubrificante ;VENDACOMLU; ;Demonstração do resultado;NÃO;NÃO;
7099;03.1.1.01.010;     Venda de Terrenos ;VENDIMO; ;Demonstração do resultado;NÃO;NÃO;
2160;03.1.1.03;   RECEITAS COM SERVIÇOS;; ;Demonstração do resultado;NÃO;NÃO;
2178;03.1.1.03.001;     Prestação de Serviços ;SERVIÇOSV; ;Demonstração do resultado;NÃO;NÃO;
2186;03.1.1.03.002;     Serviços Prestados ;SERVIÇOSP; ;Demonstração do resultado;NÃO;NÃO;
5711;03.1.1.03.003;     Serviços de Transporte Prestados ;TRANSP; ;Demonstração do resultado;NÃO;NÃO;
6114;03.1.1.03.004;     Prestação de Serviços Filial ;SERVIÇOSVFL; ;Demonstração do resultado;NÃO;NÃO;
7544;03.1.1.03.005;     Honorario de IRPF ;HONRIRPF; ;Demonstração do resultado;NÃO;NÃO;
8109;03.1.1.03.006;     Honorarios Mensais ;HONOMENS; ;Demonstração do resultado;NÃO;NÃO;
8117;03.1.1.03.007;     Receitas Processos ;RECEPROC; ;Demonstração do resultado;NÃO;NÃO;
8125;03.1.1.03.008;     Recebimentos IRPF ;RECEIR; ;Demonstração do resultado;NÃO;NÃO;
8133;03.1.1.03.009;     Recebimentos Balanços ;RECEBAL; ;Demonstração do resultado;NÃO;NÃO;
8168;03.1.1.03.010;     Transporte Interestadual ;TRANSPINTEREST; ;Demonstração do resultado;NÃO;NÃO;
2194;03.1.2;  DEDUÇÕES DAS RECEITAS C/VENDAS E SERVIÇOS;; ;Demonstração do resultado;NÃO;NÃO;
2208;03.1.2.01;   DEVOLUÇÕES E ABATIMENTOS;; ;Demonstração do resultado;NÃO;NÃO;
2216;03.1.2.01.001;     Devoluções de Vendas ;DEVOL; ;Demonstração do resultado;NÃO;NÃO;
2224;03.1.2.01.002;     Descontos/Abatimentos Concedidos ;ABAT; ;Demonstração do resultado;NÃO;NÃO;
4650;03.1.2.01.003;     Recuperação Pis ;RECPIS; ;Demonstração do resultado;NÃO;NÃO;
4669;03.1.2.01.004;     Recuperação Cofins ;RECCOFINS; ;Demonstração do resultado;NÃO;NÃO;
2232;03.1.2.02;   IMPOSTOS S/VENDAS E SERVIÇOS;; ;Demonstração do resultado;NÃO;NÃO;
2240;03.1.2.02.001;     ICMS S/ Vendas ;ICMS S/VENDAS; ;Demonstração do resultado;NÃO;NÃO;
2259;03.1.2.02.002;     PIS S/Vendas e Serviços ;PIS S/VENDAS; ;Demonstração do resultado;NÃO;NÃO;
2267;03.1.2.02.003;     COFINS S/Vendas e Serviços ;COFINS S/VENDAS; ;Demonstração do resultado;NÃO;NÃO;
2275;03.1.2.02.004;     Contribuição Social S/Vendas e Serviços ;CONTRSOC S/VENDAS; ;Demonstração do resultado;NÃO;NÃO;
2283;03.1.2.02.005;     IPI s/Vendas e Serviços ;IPI S/VENDAS; ;Demonstração do resultado;NÃO;NÃO;
2291;03.1.2.02.006;     Simples S/Vendas e Serviços ;SIMPLES; ;Demonstração do resultado;NÃO;NÃO;
2305;03.1.2.02.007;     ISS S/ Serviços Prestados ;ISQN S/SERVS; ;Demonstração do resultado;NÃO;NÃO;
2313;03.1.2.02.008;     Simples Nacional Sobre Vendas e Serviços ;SIMPLESNACIONAL; ;Demonstração do resultado;NÃO;NÃO;
2321;03.1.2.02.009;     IRPJ S/ Vendas e Serviços ;IRPJ S/VENDAS; ;Demonstração do resultado;NÃO;NÃO;
5924;03.1.2.02.010;     Icms Garantido ;ICMSGARANTIDO; ;Demonstração do resultado;NÃO;NÃO;
6505;03.1.2.02.011;     (-)Incentivos Fiscais ;INCENTIVOSFISCAIS; ;Demonstração do resultado;NÃO;NÃO;
8150;03.1.2.02.012;     ICMS S/ Serviços Transportes ;ICMSTRANSPORTE; ;Demonstração do resultado;NÃO;NÃO;
2330;03.1.3;  RECEITAS FINANCEIRAS;; ;Demonstração do resultado;NÃO;NÃO;
2348;03.1.3.01;   RECEITAS COM ATUALIZAÇÕES;; ;Demonstração do resultado;NÃO;NÃO;
2356;03.1.3.01.001;     Variação Monetária Ativa ;VMA; ;Demonstração do resultado;NÃO;NÃO;
2364;03.1.3.01.002;     Variação Cambial Ativa ;VMP; ;Demonstração do resultado;NÃO;NÃO;
2372;03.1.3.02;   GANHOS COM APLICAÇÕES FINANCEIRAS;; ;Demonstração do resultado;NÃO;NÃO;
2380;03.1.3.02.001;     Rendimentos de Aplicação ;JRSFAF; ;Demonstração do resultado;NÃO;NÃO;
2399;03.1.3.02.002;     Ganho Real de Aplicações de Renda Fixa ;JRSRFIXA; ;Demonstração do resultado;NÃO;NÃO;
2402;03.1.3.02.003;     Ganho Real de Aplicações de Renda Variáve ;JRSRVAR; ;Demonstração do resultado;NÃO;NÃO;
2410;03.1.3.02.004;     Rendimentos de Caderneta de Poupança ;JRSPOUP; ;Demonstração do resultado;NÃO;NÃO;
2429;03.1.3.03;   JUROS E DESCONTOS OBTIDOS;; ;Demonstração do resultado;NÃO;NÃO;
2437;03.1.3.03.001;     Juros Recebidos ;JUROSREC; ;Demonstração do resultado;NÃO;NÃO;
2445;03.1.3.03.002;     Descontos Obtidos ;DESCOBT; ;Demonstração do resultado;NÃO;NÃO;
2453;03.1.4;  RECEITAS COM PARTICIPAÇÕES SOCIETÁRIAS;; ;Demonstração do resultado;NÃO;NÃO;
2461;03.1.4.01;   DIVIDENDOS E LUCROS DISTRIBUÍDOS;; ;Demonstração do resultado;NÃO;NÃO;
2470;03.1.4.01.001;     Dividendos Distribuídos ;DIVIDENDOS; ;Demonstração do resultado;NÃO;NÃO;
2488;03.1.4.01.002;     Lucros Distribuídos ;LUCROS DISTR; ;Demonstração do resultado;NÃO;NÃO;
2496;03.1.4.02;   RESULTADO DE EQUIVALÊNCIA PATRIMONIAL;; ;Demonstração do resultado;NÃO;NÃO;
2500;03.1.4.02.001;     Equivalência Patrimonial Positiva ;EPPOSIT; ;Demonstração do resultado;NÃO;NÃO;
2518;03.2; OUTRAS RECEITAS;; ;Demonstração do resultado;NÃO;NÃO;
5347;03.2.1;  RECEITAS DIVERSAS;; ;Demonstração do resultado;NÃO;NÃO;
5355;03.2.1.01;   RECEITAS DIVERSAS;; ;Demonstração do resultado;NÃO;NÃO;
5363;03.2.1.01.001;     Outras Receitas ;OUTRECEITAS; ;Demonstração do resultado;NÃO;NÃO;
5940;03.2.1.01.002;     Comissões ;COMISSÕES; ;Demonstração do resultado;NÃO;NÃO;
6068;03.2.1.01.003;     Recuperação de Despesas ;RECUPDES; ;Demonstração do resultado;NÃO;NÃO;
7625;03.2.1.01.004;     Receitas Judiciais ;REC.JUD; ;Demonstração do resultado;NÃO;NÃO;
8591;03.2.1.01.005;     Bonificações Recebidas ;BONIRECEB; ;Demonstração do resultado;NÃO;NÃO;
2526;03.2.2;  ALIENAÇÃO DE BENS;; ;Demonstração do resultado;NÃO;NÃO;
2534;03.2.2.01;   ALIENAÇÃO DE INVESTIMENTOS;; ;Demonstração do resultado;NÃO;NÃO;
2542;03.2.2.01.001;     Alienação Partic Societ Avaliad. Met Cust ;ALIENCUST; ;Demonstração do resultado;NÃO;NÃO;
2550;03.2.2.01.002;     Alienação Partic Societ Avaliad. Equiv Pa ;ALIENEQPATR; ;Demonstração do resultado;NÃO;NÃO;
2569;03.2.2.02;   ALIENAÇÃO DE IMOBILIZADO;; ;Demonstração do resultado;NÃO;NÃO;
2577;03.2.2.02.001;     Alienação de Máquinas e Equipamentos ;AMAQUEQUI; ;Demonstração do resultado;NÃO;NÃO;
2585;03.2.2.02.002;     Alienação de Móveis e Utensílios ;AMOVUTENC; ;Demonstração do resultado;NÃO;NÃO;
2593;03.2.2.02.003;     Alienação de Ferramentas ;AFERRAMENTAS; ;Demonstração do resultado;NÃO;NÃO;
2607;03.2.2.02.004;     Alienação de Imóveis ;AIMOVEIS; ;Demonstração do resultado;NÃO;NÃO;
2615;03.2.2.02.005;     Alienação de Veículos ;AVEICULOS; ;Demonstração do resultado;NÃO;NÃO;
2623;03.2.2.02.006;     Alienação de Computadores e Periféricos ;ACOMPPERIF; ;Demonstração do resultado;NÃO;NÃO;
2631;03.2.2.02.007;     Alienação de Direito de Uso de Telefones ;ADIREITO; ;Demonstração do resultado;NÃO;NÃO;
4677;03.2.2.02.008;     Venda de Bens Ativo não Circulante ;VENDAATIVO; ;Demonstração do resultado;NÃO;NÃO;
6769;03.2.2.02.009;     Alienação de Terreno ;ATERRENO; ;Demonstração do resultado;NÃO;NÃO;
2640;03.2.3;  DEDUÇÕES DAS ALIENAÇÕES DE BENS;; ;Demonstração do resultado;NÃO;NÃO;
2658;03.2.3.01;   CUSTO DA ALIENAÇÃO DE INVESTIMENTOS;; ;Demonstração do resultado;NÃO;NÃO;
2666;03.2.3.01.001;     Custo Alienação Partic Soc Aval Custo Cor ;CUSTALIENCUST; ;Demonstração do resultado;NÃO;NÃO;
2674;03.2.3.01.002;     Custo Alienação Partic Soc Aval Equiv Pat ;CUSTALIENEQPATR; ;Demonstração do resultado;NÃO;NÃO;
2682;03.2.3.02;   CUSTO DA ALIENAÇÃO DE IMOBILIZADO;; ;Demonstração do resultado;NÃO;NÃO;
2690;03.2.3.02.001;     Custo da Alienação Máquinas e Equipamento ;CAMAQUEUI; ;Demonstração do resultado;NÃO;NÃO;
2704;03.2.3.02.002;     Custo da Alienação Móveis e Utensílios ;CAMOVUTENC; ;Demonstração do resultado;NÃO;NÃO;
2712;03.2.3.02.003;     Custo da Alienação Ferramentas ;CAFERRAMENTAS; ;Demonstração do resultado;NÃO;NÃO;
2720;03.2.3.02.004;     Custo da Alienação Imóveis ;CAIMOVEIS; ;Demonstração do resultado;NÃO;NÃO;
2739;03.2.3.02.005;     Custo da Alienação Veículos ;CAVEICULOS; ;Demonstração do resultado;NÃO;NÃO;
2747;03.2.3.02.006;     Custo da Alienação Computadores e Perifér ;CACOMPPERIF; ;Demonstração do resultado;NÃO;NÃO;
2755;03.2.3.02.007;     Custo da Alienação Direito Uso Telefone ;CADIREITO; ;Demonstração do resultado;NÃO;NÃO;
6777;03.2.3.02.008;     Custo da Alienação Terreno ;CATERRENO; ;Demonstração do resultado;NÃO;NÃO;
6580;03.3; Mercadorias bonificadas;; ;Demonstração do resultado;NÃO;NÃO;
6599;03.4; Mercadorias;MERC; ;Demonstração do resultado;NÃO;NÃO;
2763;04;CUSTOS E DESPESAS;; ;Demonstração do resultado;NÃO;NÃO;
2771;04.1; CUSTOS;; ;Demonstração do resultado;NÃO;NÃO;
2780;04.1.1;  CUSTOS DAS MERCADORIAS VENDIDAS;; ;Demonstração do resultado;NÃO;NÃO;
5738;04.1.1.01;   ESTOQUE INICIAL;; ;Demonstração do resultado;NÃO;NÃO;
5746;04.1.1.01.001;     Estoque Inicial de Mercadorias ;EIMERC; ;Demonstração do resultado;NÃO;NÃO;
5754;04.1.1.01.002;     Estoque Inicial de Motocicletas ;EIMOTOC; ;Demonstração do resultado;NÃO;NÃO;
5762;04.1.1.01.003;     Estoque Inicial de Motor de Popa ;EIMOTOR; ;Demonstração do resultado;NÃO;NÃO;
5770;04.1.1.01.004;     Estoque Inicial de Matéria Prima ;EIMATPRIMA; ;Demonstração do resultado;NÃO;NÃO;
5789;04.1.1.01.005;     Estoque Inicial de Produto Acabado ;EIPACAB; ;Demonstração do resultado;NÃO;NÃO;
6610;04.1.1.01.006;     Estoque Inicial de Produtos e Insumos ;EIPRODINS; ;Demonstração do resultado;NÃO;NÃO;
7013;04.1.1.01.007;     Estoque Inicial de Lubrificantes ;ESTLUBRIF; ;Demonstração do resultado;NÃO;NÃO;
2798;04.1.1.02;   COMPRAS DE MERCADORIAS;; ;Demonstração do resultado;NÃO;NÃO;
2801;04.1.1.02.001;     Custo das Mercadorias Vendidas ;CMV; ;Demonstração do resultado;NÃO;NÃO;
4243;04.1.1.02.002;     Compra de Mercadorias ;COMPRAMERCREV; ;Demonstração do resultado;NÃO;NÃO;
4251;04.1.1.02.003;     Compra de Matéria Prima e Insumos ;COMPRAMATPRIM; ;Demonstração do resultado;NÃO;NÃO;
